CD79A,CD8A,CD19,MS4A1,MZB1,FCRL4,FCRL1,FCRL5,TLR10
21.75115,73.49315,0.835225,6.11065,56.806475,0.273075,0.33905,5.9302,8.93325
232.437,325.36975,24.817575,124.084,462.31575,2.68355,7.29115,77.8926,45.0161
