CD79A,CD8A,CD19,MS4A1,MZB1,FCRL4,FCRL1,FCRL5,TLR10
6.076150757,40.23165869,1.418747243,0.990301334,8.485134396,0.008004369,-0.074469212,0.628727047,4.034606436
99.30931567,208.5380204,15.16554474,14.01483854,208.1541377,0.549252315,1.424659281,30.73158227,22.56209857
