CD79A,CD8A,CD19,MS4A1,MZB1,FCRL4,FCRL1,FCRL5,TLR10
64.51472032,90.96324907,3.280968889,13.54802342,84.13673626,0.863749677,1.020942752,22.56998614,8.073742517
621.0740553,480.8891194,46.50199809,302.783182,656.5984366,10.19764333,22.81010795,185.6966264,55.37199579
