CD79A,CD8A,CD19,MS4A1,MZB1,FCRL4,FCRL1,FCRL5,TLR10
14.13957673,48.17061868,4.479893376,1.279466025,14.49830164,0,-0.002289246,1.622008672,3.093094741
139.138856,229.0308219,36.12075943,25.13008583,197.0768111,0.9289,3.023185501,31.4095,17.20209985
